"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2013","2013",3929531,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2014","2014",4002109.8,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2015","2015",4049884.2,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2016","2016",4066047.3,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2017","2017",4123562.1,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2018","2018",4156016.5,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2019","2019",4162358.1,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","ZAF","South Africa","2020","2020",3872674,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2010","2010",64299.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2011","2011",67119.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2012","2012",67579.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2013","2013",69116.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2014","2014",69203.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2015","2015",69731,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2016","2016",72852.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2017","2017",75139,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2018","2018",78161.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2019","2019",78272.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUS","Australia","2020","2020",76182.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2010","2010",35379.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2011","2011",36956.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2012","2012",37799.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2013","2013",38197.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2014","2014",38981,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2015","2015",39833.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2016","2016",40931.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2017","2017",41982.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2018","2018",43590.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2019","2019",44772.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","AUT","Austria","2020","2020",42192.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2010","2010",33329.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2011","2011",34060.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2012","2012",34768.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2013","2013",35206.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2014","2014",35953.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2015","2015",36960.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2016","2016",37955.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2017","2017",39124.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2018","2018",40287.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2019","2019",41460.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BEL","Belgium","2020","2020",39156.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2010","2010",48994.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2011","2011",51662.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2012","2012",52635.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2013","2013",54221.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2014","2014",56293.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2015","2015",55750.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2016","2016",56094.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2017","2017",58578.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2018","2018",60207.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2019","2019",61472.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CAN","Canada","2020","2020",58195,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2010","2010",381202.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2011","2011",387032,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2012","2012",389020.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2013","2013",394017.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2014","2014",412885.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2015","2015",438588.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2016","2016",453977.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2017","2017",482398.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2018","2018",508908.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2019","2019",538687.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","CZE","Czech Republic","2020","2020",528561.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2010","2010",326429.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2011","2011",331537.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2012","2012",338903.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2013","2013",343668.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2014","2014",351053.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2015","2015",358293.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2016","2016",367982.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2017","2017",380393.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2018","2018",388971,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2019","2019",401588.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DNK","Denmark","2020","2020",399066.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2010","2010",35079.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2011","2011",36746.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2012","2012",37133,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2013","2013",37566.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2014","2014",37882.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2015","2015",38577.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2016","2016",39582.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2017","2017",41084.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2018","2018",42370.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2019","2019",43512.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FIN","Finland","2020","2020",42978.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2010","2010",30782.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2011","2011",31605.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2012","2012",31920,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2013","2013",32190.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2014","2014",32418.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2015","2015",33035.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2016","2016",33483.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2017","2017",34329.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2018","2018",35180.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2019","2019",36070.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","FRA","France","2020","2020",33852.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2010","2010",31358.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2011","2011",33554.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2012","2012",34134.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2013","2013",34860.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2014","2014",36148.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2015","2015",37046.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2016","2016",38066.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2017","2017",39438.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2018","2018",40484.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2019","2019",41508.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","DEU","Germany","2020","2020",40066.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2010","2010",20152.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2011","2011",18308,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2012","2012",17056.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2013","2013",16380.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2014","2014",16281.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2015","2015",16275,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2016","2016",16169,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2017","2017",16472.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2018","2018",16745.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2019","2019",17106.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","GRC","Greece","2020","2020",15471.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2010","2010",2743121.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2011","2011",2858230.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2012","2012",2915254.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2013","2013",3061829.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2014","2014",3318530.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2015","2015",3549447,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2016","2016",3685284.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2017","2017",4008331.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2018","2018",4434564.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2019","2019",4863707.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HUN","Hungary","2020","2020",4886976.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2010","2010",5285394.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2011","2011",5532769.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2012","2012",5753179.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2013","2013",6085204.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2014","2014",6372704.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2015","2015",6985211.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2016","2016",7488835,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2017","2017",7693533.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2018","2018",8051963.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2019","2019",8445610.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ISL","Iceland","2020","2020",8075791.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2010","2010",36769.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2011","2011",37324.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2012","2012",38070,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2013","2013",38845.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2014","2014",41897.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2015","2015",55902.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2016","2016",56948.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2017","2017",62484.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2018","2018",67179.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2019","2019",72157.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","IRL","Ireland","2020","2020",73826.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2010","2010",27182,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2011","2011",27766.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2012","2012",27281.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2013","2013",26774.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2014","2014",26771.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2015","2015",27257.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2016","2016",27970.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2017","2017",28686.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2018","2018",29320,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2019","2019",29984.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ITA","Italy","2020","2020",27692,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2010","2010",3907264.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2011","2011",3844107.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2012","2012",3879198.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2013","2013",3949142.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2014","2014",4038726.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2015","2015",4180501.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2016","2016",4219061.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2017","2017",4308371.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2018","2018",4327046.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","JPN","Japan","2019","2019",4376107.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2010","2010",26690241.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2011","2011",27813991,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2012","2012",28687562.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2013","2013",29761095.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2014","2014",30798656.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2015","2015",32500678.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2016","2016",33987783.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2017","2017",35740457.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2018","2018",36781950.1,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2019","2019",37112229.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","KOR","Korea","2020","2020",37027355.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2010","2010",79254,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2011","2011",83273.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2012","2012",83081.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2013","2013",85577.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2014","2014",89560.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2015","2015",91407.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2016","2016",94037.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2017","2017",95271.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2018","2018",98779.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2019","2019",102445.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","LUX","Luxembourg","2020","2020",101987.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2010","2010",117508,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2011","2011",127120.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2012","2012",135268.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2013","2013",137413.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2014","2014",145779.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2015","2015",153048.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2016","2016",164030.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2017","2017",176828.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2018","2018",187693.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2019","2019",193106.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","MEX","Mexico","2020","2020",180934.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2010","2010",38469.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2011","2011",38959.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2012","2012",38971.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2013","2013",39302.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2014","2014",39819.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2015","2015",40732.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2016","2016",41592.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2017","2017",43087.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2018","2018",44916.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2019","2019",46713.9,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NLD","Netherlands","2020","2020",45880.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2010","2010",46737.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2011","2011",48591.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2012","2012",49338.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2013","2013",52405.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2014","2014",53729.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2015","2015",55395.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2016","2016",57576.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2017","2017",60508.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2018","2018",62588.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2019","2019",64672,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NZL","New Zealand","2020","2020",63844.6,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","NOR","Norway","2010","2010",530036.1,,
